Year,LocationAbbr,LocationDesc,Class,Topic,Question,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Break_Out,Break_Out_Category,Geolocation,ClassId,TopicId,QuestionId,LocationId,BreakOutId,BreakOutCategoryid,ResponseId
2007,DE,Delaware,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,2.1,,,,1.1,3.8,11,ADEQUATE PNC,Adequacy of Prenatal care,"(39.008830667, -75.577741168)",CLA9,TOP27,QUO191,10,PNC1,BOC18,RES13
2007,DE,Delaware,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,11-20/day,%,Percentage,1.8,,,,0.4,8.1,2,"Black, non-Hispanic",Maternal Race/Ethnicity,"(39.008830667, -75.577741168)",CLA9,TOP27,QUO191,10,ETH1,BOC6,RES9
2007,RI,Rhode Island,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,5.2,,,,3.7,7.3,56,Non-Hispanic,Mother Hispanic,"(41.708280193, -71.522470314)",CLA9,TOP27,QUO191,44,HIS2,BOC8,RES10
2007,HI,Hawaii,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,0.9,,,,0.4,1.8,7,Non-WIC,On WIC during Pregnancy,"(21.304850435, -157.857749403)",CLA9,TOP27,QUO191,15,WIC1,BOC10,RES13
2007,UT,Utah,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,13.4,,,,8.9,19.7,29,Smoker,Smoked 3 months before Pregnancy,"(39.360700171, -111.587130635)",CLA9,TOP27,QUO191,49,SMK2,BOC12,RES13
2007,OK,Oklahoma,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,41+/day,%,Percentage,0.1,,,,0,0.2,5,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,"(35.472031356, -97.521070214)",CLA9,TOP27,QUO191,40,AGE2,BOC17,RES12
2007,NE,Nebraska,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,1,,,,0.3,3.4,3,"$25,000 to $49,999",Income (years 2004 and beyond),"(41.641040988001, -99.365720623)",CLA9,TOP27,QUO191,31,INC37,BOC14,RES8
2007,MI,Michigan,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,41+/day,%,Percentage,0.1,,,,0,0.8,1,"Black, non-Hispanic",Maternal Race/Ethnicity,"(44.661319543001, -84.71439027)",CLA9,TOP27,QUO191,26,ETH1,BOC6,RES12
2007,SD,South Dakota,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,11-20/day,%,Percentage,3,,,,1.4,6.4,4,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,"(44.353130053, -100.373530637)",CLA9,TOP27,QUO191,46,AGE4,BOC17,RES9
2007,IL,Illinois,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,9.4,,,,6.3,13.9,28,"Black, non-Hispanic",Maternal Race/Ethnicity,"(40.485010283, -88.997710178)",CLA9,TOP27,QUO191,17,ETH1,BOC6,RES10
2007,VT,Vermont,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,14.3,,,,8.3,23.6,18,< 12 yrs,Maternal Education,"(43.625381239, -72.517640791)",CLA9,TOP27,QUO191,50,12YR1,BOC5,RES13
2007,CO,Colorado,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,0.9,,,,0.4,2.2,14,Non-Medicaid,Medicaid Recipient,"(38.843840757, -106.133610921)",CLA9,TOP27,QUO191,8,MED2,BOC9,RES8
2007,PA,Pennsylvania,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,3.5,,,,0.7,15.1,2,< 12 yrs,Maternal Education,"(40.793730152, -77.860700294)",CLA9,TOP27,QUO191,42,12YR1,BOC5,RES8
2007,WV,West Virginia,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,41+/day,%,Percentage,0.6,,,,0.2,1.5,10,Age 18 - 44,Maternal Age - 18 to 44 years only,"(38.665510202, -80.712640135)",CLA9,TOP27,QUO191,54,AGE1844ALL,BOC16,RES12
2007,MO,Missouri,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,0.9,,,,0.4,2,8,Non-WIC,On WIC during Pregnancy,"(38.635790776, -92.566300053)",CLA9,TOP27,QUO191,29,WIC1,BOC10,RES8
2007,HI,Hawaii,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,1.9,,,,0.7,5.1,4,"Less than $10,000",Income (years 2004 and beyond),"(21.304850435, -157.857749403)",CLA9,TOP27,QUO191,15,INC39,BOC14,RES8
2007,NJ,New Jersey,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,11-20/day,%,Percentage,0.5,,,,0.2,1.1,5,INTERMEDIATE PNC,Adequacy of Prenatal care,"(40.130570048, -74.273691288)",CLA9,TOP27,QUO191,34,PNC3,BOC18,RES9
2007,OK,Oklahoma,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,21-40/day,%,Percentage,0.5,,,,0.1,2.1,9,WIC,On WIC during Pregnancy,"(35.472031356, -97.521070214)",CLA9,TOP27,QUO191,40,WIC2,BOC10,RES11
2007,GA,Georgia,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,1.6,,,,0.7,3.7,9,None,None,"(32.839681093, -83.627580346)",CLA9,TOP27,QUO191,13,BOC99,BOC99,RES8
2007,WA,Washington,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,2.9,,,,1.5,5.6,16,0,Number of Previous Live Births,"(47.522278629, -120.47001079)",CLA9,TOP27,QUO191,53,PRV0,BOC20,RES10
2007,OK,Oklahoma,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,59.7,,,,50.6,68.2,264,"Less than $10,000",Income (years 2004 and beyond),"(35.472031356, -97.521070214)",CLA9,TOP27,QUO191,40,INC39,BOC14,RES27
2007,PA,Pennsylvania,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,6,,,,3.4,10.5,22,1 or more,Number of Previous Live Births,"(40.793730152, -77.860700294)",CLA9,TOP27,QUO191,42,PRV1,BOC20,RES10
2007,PA,Pennsylvania,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,0.9,,,,0.2,4.2,2,ADEQUATE PNC,Adequacy of Prenatal care,"(40.793730152, -77.860700294)",CLA9,TOP27,QUO191,42,PNC1,BOC18,RES8
2007,UT,Utah,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,5.3,,,,3.5,7.8,25,< 12 yrs,Maternal Education,"(39.360700171, -111.587130635)",CLA9,TOP27,QUO191,49,12YR1,BOC5,RES10
2007,OR,Oregon,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,,,Not available if the unweighted sample size was less than 30.,,,,,Age 45+,Maternal Age - 18 to 44 years in groupings,"(44.567449424, -120.155031326)",CLA9,TOP27,QUO191,41,AGE5,BOC17,RES27
2007,UT,Utah,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,1.9,,,,0.9,3.8,10,30+ yrs,Maternal Age (3 Levels),"(39.360700171, -111.587130635)",CLA9,TOP27,QUO191,49,AYR3,BOC19,RES10
2007,MD,Maryland,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,0.1,,,,0,0.2,5,MARRIED,Marital Status,"(39.290580964, -76.609260111)",CLA9,TOP27,QUO191,24,MA1,BOC3,RES8
2007,OH,Ohio,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,3.1,,,,1.5,6,14,"Black, non-Hispanic",Maternal Race/Ethnicity,"(40.060210141, -82.404260056)",CLA9,TOP27,QUO191,39,ETH1,BOC6,RES8
2007,MN,Minnesota,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,21-40/day,%,Percentage,0.2,,,,0,1,1,Non-Medicaid,Medicaid Recipient,"(46.355648736, -94.794200503)",CLA9,TOP27,QUO191,27,MED2,BOC9,RES11
2007,SC,South Carolina,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,21-40/day,%,Percentage,1.1,,,,0.2,6.3,2,"$10,000 to $24,999",Income (years 2004 and beyond),"(33.998821303, -81.045371207)",CLA9,TOP27,QUO191,45,INC36,BOC14,RES11
2007,MA,Massachusetts,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,91.2,,,,88.7,93.1,1358,None,None,"(42.27687047, -72.082690675)",CLA9,TOP27,QUO191,25,BOC99,BOC99,RES27
2007,WA,Washington,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,86.3,,,,81.8,89.8,655,WIC,On WIC during Pregnancy,"(47.522278629, -120.47001079)",CLA9,TOP27,QUO191,53,WIC2,BOC10,RES27
2007,MA,Massachusetts,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,3.9,,,,2.7,5.7,42,None,None,"(42.27687047, -72.082690675)",CLA9,TOP27,QUO191,25,BOC99,BOC99,RES10
2007,VT,Vermont,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,18.9,,,,14.9,23.7,73,Smoker,Smoked 3 months before Pregnancy,"(43.625381239, -72.517640791)",CLA9,TOP27,QUO191,50,SMK2,BOC12,RES13
2007,SC,South Carolina,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,2.6,,,,0.8,8.7,8,< 12 yrs,Maternal Education,"(33.998821303, -81.045371207)",CLA9,TOP27,QUO191,45,12YR1,BOC5,RES8
2007,MN,Minnesota,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,1.5,,,,0.5,4,6,35+ yrs,Maternal Age (4 Levels),"(46.355648736, -94.794200503)",CLA9,TOP27,QUO191,27,AYR6,BOC4,RES10
2007,ME,Maine,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,0.8,,,,0.3,2.5,5,"$50,000 or more",Income (years 2004 and beyond),"(45.254228894001, -68.985031336)",CLA9,TOP27,QUO191,23,INC38,BOC14,RES13
2007,WA,Washington,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,89.6,,,,83.9,93.4,363,INTERMEDIATE PNC,Adequacy of Prenatal care,"(47.522278629, -120.47001079)",CLA9,TOP27,QUO191,53,PNC3,BOC18,RES27
2007,WV,West Virginia,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,,%,Percentage,54,1,"Missing includes not applicable, don't know, not recorded, no responses, and legitimate skips",,,,,,Number of Previous Live Births,"(38.665510202, -80.712640135)",CLA9,TOP27,QUO191,54,BOC20,BOC20,
2007,OK,Oklahoma,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,21-40/day,%,Percentage,1.1,,,,0.4,2.9,12,1 or more,Number of Previous Live Births,"(35.472031356, -97.521070214)",CLA9,TOP27,QUO191,40,PRV1,BOC20,RES11
2007,GA,Georgia,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,0.7,,,,0.2,2.9,2,<20 yrs,Maternal Age (3 Levels),"(32.839681093, -83.627580346)",CLA9,TOP27,QUO191,13,AYR1,BOC19,RES13
2007,RI,Rhode Island,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,4.5,,,,2.7,7.5,20,Unintended,Pregnancy Intendedness,"(41.708280193, -71.522470314)",CLA9,TOP27,QUO191,44,IND2,BOC11,RES13
2007,MI,Michigan,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,84.6,,,,82.2,86.7,1195,Non-Hispanic,Mother Hispanic,"(44.661319543001, -84.71439027)",CLA9,TOP27,QUO191,26,HIS2,BOC8,RES27
2007,NC,North Carolina,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,11-20/day,%,Percentage,1.9,,,,0.5,6.9,3,<20 yrs,Maternal Age (3 Levels),"(35.466220975, -79.159250463)",CLA9,TOP27,QUO191,37,AYR1,BOC19,RES9
2007,WV,West Virginia,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,82.3,,,,76.4,86.9,264,30+ yrs,Maternal Age (3 Levels),"(38.665510202, -80.712640135)",CLA9,TOP27,QUO191,54,AYR3,BOC19,RES27
2007,RI,Rhode Island,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,71.3,,,,63.4,78,156,< 12 yrs,Maternal Education,"(41.708280193, -71.522470314)",CLA9,TOP27,QUO191,44,12YR1,BOC5,RES27
2007,UT,Utah,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,,%,Percentage,36,1,"Missing includes not applicable, don't know, not recorded, no responses, and legitimate skips",,,,,,Adequacy of Prenatal care,"(39.360700171, -111.587130635)",CLA9,TOP27,QUO191,49,BOC18,BOC18,
2007,AK,Alaska,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,11-20/day,%,Percentage,0.8,,,,0.3,2,8,Non-WIC,On WIC during Pregnancy,"(64.845079957001, -147.722059036)",CLA9,TOP27,QUO191,2,WIC1,BOC10,RES9
2007,NY,New York (excluding NYC),Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,7.7,,,,4.8,12,28,OTHER,Marital Status,"(42.827001032, -75.543970427)",CLA9,TOP27,QUO191,36,MA2,BOC3,RES13
2007,HI,Hawaii,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,,%,Percentage,70,1,"Missing includes not applicable, don't know, not recorded, no responses, and legitimate skips",,,,,,Pregnancy Intendedness,"(21.304850435, -157.857749403)",CLA9,TOP27,QUO191,15,BOC11,BOC11,
2007,MA,Massachusetts,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,41+/day,%,Percentage,0.1,,,,0,0.4,1,30+ yrs,Maternal Age (3 Levels),"(42.27687047, -72.082690675)",CLA9,TOP27,QUO191,25,AYR3,BOC19,RES12
2007,IL,Illinois,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,,%,Percentage,86,1,"Missing includes not applicable, don't know, not recorded, no responses, and legitimate skips",,,,,,Maternal Age - 18 to 44 years only,"(40.485010283, -88.997710178)",CLA9,TOP27,QUO191,17,BOC16,BOC16,
2007,AK,Alaska,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,,%,Percentage,177,1,"Missing includes not applicable, don't know, not recorded, no responses, and legitimate skips",,,,,,Maternal Race/Ethnicity,"(64.845079957001, -147.722059036)",CLA9,TOP27,QUO191,2,BOC6,BOC6,
2007,MN,Minnesota,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,14.4,,,,11.3,18.2,93,OTHER,Marital Status,"(46.355648736, -94.794200503)",CLA9,TOP27,QUO191,27,MA2,BOC3,RES10
2007,WY,Wyoming,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,6.2,,,,2.4,15.1,6,<20 yrs,Maternal Age (4 Levels),"(43.235541343, -108.109830353)",CLA9,TOP27,QUO191,56,AYR1,BOC4,RES13
2007,NY,New York (excluding NYC),Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,21-40/day,%,Percentage,0.1,,,,0,0.5,1,< 12 yrs,Maternal Education,"(42.827001032, -75.543970427)",CLA9,TOP27,QUO191,36,12YR1,BOC5,RES11
2007,DE,Delaware,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,2.7,,,,1.1,6.4,5,12 yrs,Maternal Education,"(39.008830667, -75.577741168)",CLA9,TOP27,QUO191,10,12YR3,BOC5,RES8
2007,ME,Maine,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,,,Not available if the unweighted sample size was less than 30.,,,,,Hispanic,Maternal Race/Ethnicity,"(45.254228894001, -68.985031336)",CLA9,TOP27,QUO191,23,ETH2,BOC6,RES8
2007,WV,West Virginia,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,,,Not available if the unweighted sample size was less than 30.,,,,,Hispanic,Mother Hispanic,"(38.665510202, -80.712640135)",CLA9,TOP27,QUO191,54,HIS1,BOC8,RES27
2007,MI,Michigan,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,8.3,,,,4.9,13.6,19,"Less than $10,000",Income (years 2004 and beyond),"(44.661319543001, -84.71439027)",CLA9,TOP27,QUO191,26,INC39,BOC14,RES13
2007,UT,Utah,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,1.2,,,,0.7,2.1,14,Non-Medicaid,Medicaid Recipient,"(39.360700171, -111.587130635)",CLA9,TOP27,QUO191,49,MED2,BOC9,RES10
2007,OR,Oregon,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,81.2,,,,73.3,87.2,346,"Less than $10,000",Income (years 2004 and beyond),"(44.567449424, -120.155031326)",CLA9,TOP27,QUO191,41,INC39,BOC14,RES27
2007,SD,South Dakota,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,41+/day,%,Percentage,0.3,,,,0.1,1.3,1,"Less than $10,000",Income (years 2004 and beyond),"(44.353130053, -100.373530637)",CLA9,TOP27,QUO191,46,INC39,BOC14,RES12
2007,VT,Vermont,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,11-20/day,%,Percentage,7.5,,,,5.5,10.3,43,WIC,On WIC during Pregnancy,"(43.625381239, -72.517640791)",CLA9,TOP27,QUO191,50,WIC2,BOC10,RES9
2007,MD,Maryland,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,21-40/day,%,Percentage,0.4,,,,0.1,1,5,35+ yrs,Maternal Age (4 Levels),"(39.290580964, -76.609260111)",CLA9,TOP27,QUO191,24,AYR6,BOC4,RES11
2007,CO,Colorado,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,,%,Percentage,135,1,"Missing includes not applicable, don't know, not recorded, no responses, and legitimate skips",,,,,,Income (years 2004 and beyond),"(38.843840757, -106.133610921)",CLA9,TOP27,QUO191,8,BOC14,BOC14,
2007,DE,Delaware,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,87.6,,,,84.8,90,570,Age 18 - 44,Maternal Age - 18 to 44 years only,"(39.008830667, -75.577741168)",CLA9,TOP27,QUO191,10,AGE1844ALL,BOC16,RES27
2007,NC,North Carolina,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,89.9,,,,87,92.2,788,>12 yrs,Maternal Education,"(35.466220975, -79.159250463)",CLA9,TOP27,QUO191,37,12YR2,BOC5,RES27
2007,NJ,New Jersey,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,6.2,,,,4.7,8.2,71,Medicaid,Medicaid Recipient,"(40.130570048, -74.273691288)",CLA9,TOP27,QUO191,34,MED1,BOC9,RES10
2007,HI,Hawaii,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,21-40/day,%,Percentage,0.4,,,,0.1,1.2,3,20-29 yrs,Maternal Age (3 Levels),"(21.304850435, -157.857749403)",CLA9,TOP27,QUO191,15,AYR2,BOC19,RES11
2007,NY,New York (excluding NYC),Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,21-40/day,%,Percentage,0.1,,,,0,0.2,3,1 or more,Number of Previous Live Births,"(42.827001032, -75.543970427)",CLA9,TOP27,QUO191,36,PRV1,BOC20,RES11
2007,MO,Missouri,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,21-40/day,%,Percentage,0.4,,,,0.2,1.3,4,"$10,000 to $24,999",Income (years 2004 and beyond),"(38.635790776, -92.566300053)",CLA9,TOP27,QUO191,29,INC36,BOC14,RES11
2007,HI,Hawaii,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,,,Not available if the unweighted sample size was less than 30.,,,,,Age < 18,Maternal Age - 18 to 44 years in groupings,"(21.304850435, -157.857749403)",CLA9,TOP27,QUO191,15,AGE1,BOC17,RES8
2007,CO,Colorado,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,3.3,,,,1.5,7.5,13,"$25,000 to $49,999",Income (years 2004 and beyond),"(38.843840757, -106.133610921)",CLA9,TOP27,QUO191,8,INC37,BOC14,RES13
2007,RI,Rhode Island,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,100,,,,,,1018,Non-Smoker,Smoked 3 months before Pregnancy,"(41.708280193, -71.522470314)",CLA9,TOP27,QUO191,44,SMK1,BOC12,RES27
2007,NE,Nebraska,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,21-40/day,%,Percentage,0.2,,,,0,1,3,None,None,"(41.641040988001, -99.365720623)",CLA9,TOP27,QUO191,31,BOC99,BOC99,RES11
2007,MO,Missouri,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,89.2,,,,86,91.7,640,Non-WIC,On WIC during Pregnancy,"(38.635790776, -92.566300053)",CLA9,TOP27,QUO191,29,WIC1,BOC10,RES27
2007,WI,Wisconsin,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,3.6,,,,2.4,5.2,34,None,None,"(44.393191174, -89.816370742)",CLA9,TOP27,QUO191,55,BOC99,BOC99,RES8
2007,WY,Wyoming,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,5.1,,,,2.1,11.6,9,"Less than $10,000",Income (years 2004 and beyond),"(43.235541343, -108.109830353)",CLA9,TOP27,QUO191,56,INC39,BOC14,RES13
2007,NC,North Carolina,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,11-20/day,%,Percentage,1.9,,,,1,3.4,22,25-34 yrs,Maternal Age (4 Levels),"(35.466220975, -79.159250463)",CLA9,TOP27,QUO191,37,AYR5,BOC4,RES9
2007,NC,North Carolina,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,11-20/day,%,Percentage,1.1,,,,0.5,2.5,9,Non-Medicaid,Medicaid Recipient,"(35.466220975, -79.159250463)",CLA9,TOP27,QUO191,37,MED2,BOC9,RES9
2007,ME,Maine,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,41+/day,%,Percentage,2.3,,,,1.1,4.9,7,Unintended,Pregnancy Intendedness,"(45.254228894001, -68.985031336)",CLA9,TOP27,QUO191,23,IND2,BOC11,RES12
